date,service,region,team,env,cost_usd,account_id
2025-12-27,Amazon Relational Database Service,us-east-1,Database,dev,9.11,847291038472
2025-12-27,Amazon Simple Storage Service,us-west-2,Data,prod,19.2,847291038472
2025-12-27,Amazon CloudFront,global,Frontend,prod,26.41,847291038472
2025-12-27,Amazon CloudFront,global,Frontend,staging,5.61,847291038472
2025-12-27,Amazon DynamoDB,us-east-1,Backend,prod,25.84,847291038472
2025-12-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.79,847291038472
2025-12-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.44,847291038472
2025-12-28,Amazon Relational Database Service,us-east-1,Database,prod,39.1,847291038472
2025-12-28,Amazon Relational Database Service,us-east-1,Database,dev,8.7,847291038472
2025-12-28,Amazon Simple Storage Service,us-west-2,Data,prod,18.28,847291038472
2025-12-28,Amazon CloudFront,global,Frontend,prod,21.54,847291038472
2025-12-28,Amazon CloudFront,global,Frontend,staging,4.72,847291038472
2025-12-28,Amazon DynamoDB,us-east-1,Backend,prod,25.91,847291038472
2025-12-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.36,847291038472
2025-12-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.68,847291038472
2025-12-29,Amazon Relational Database Service,us-east-1,Database,prod,38.34,847291038472
2025-12-29,Amazon Relational Database Service,us-east-1,Database,dev,10.22,847291038472
2025-12-29,Amazon Simple Storage Service,us-west-2,Data,prod,19.5,847291038472
2025-12-29,Amazon CloudFront,global,Frontend,prod,15.64,847291038472
2025-12-29,Amazon CloudFront,global,Frontend,staging,6.79,847291038472
2025-12-29,Amazon DynamoDB,us-east-1,Backend,prod,26.14,847291038472
2025-12-30,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,60.05,847291038472
2025-12-30,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,12.06,847291038472
2025-12-30,Amazon Relational Database Service,us-east-1,Database,prod,38.08,847291038472
2025-12-30,Amazon Relational Database Service,us-east-1,Database,dev,9.85,847291038472
2025-12-30,Amazon Simple Storage Service,us-west-2,Data,prod,15.12,847291038472
2025-12-30,Amazon CloudFront,global,Frontend,prod,25.34,847291038472
2025-12-30,Amazon CloudFront,global,Frontend,staging,4.38,847291038472
2025-12-30,Amazon DynamoDB,us-east-1,Backend,prod,27.38,847291038472
2025-12-31,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.0,847291038472
2025-12-31,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.99,847291038472
2025-12-31,Amazon Relational Database Service,us-east-1,Database,prod,41.29,847291038472
2025-12-31,Amazon Relational Database Service,us-east-1,Database,dev,9.68,847291038472
2025-12-31,Amazon Simple Storage Service,us-west-2,Data,prod,18.22,847291038472
2025-12-31,Amazon CloudFront,global,Frontend,prod,17.66,847291038472
2025-12-31,Amazon CloudFront,global,Frontend,staging,5.72,847291038472
2025-12-31,Amazon DynamoDB,us-east-1,Backend,prod,26.7,847291038472
2026-01-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.64,847291038472
2026-01-01,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.76,847291038472
2026-01-01,Amazon Relational Database Service,us-east-1,Database,prod,39.35,847291038472
2026-01-01,Amazon Relational Database Service,us-east-1,Database,dev,9.04,847291038472
2026-01-01,Amazon Simple Storage Service,us-west-2,Data,prod,16.73,847291038472
2026-01-01,Amazon CloudFront,global,Frontend,prod,23.5,847291038472
2026-01-01,Amazon CloudFront,global,Frontend,staging,6.13,847291038472
2026-01-01,Amazon DynamoDB,us-east-1,Backend,prod,26.53,847291038472
2026-01-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.86,847291038472
2026-01-02,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.59,847291038472
2026-01-02,Amazon Relational Database Service,us-east-1,Database,prod,39.51,847291038472
2026-01-02,Amazon Relational Database Service,us-east-1,Database,dev,9.36,847291038472
2026-01-02,Amazon Simple Storage Service,us-west-2,Data,prod,20.03,847291038472
2026-01-02,Amazon CloudFront,global,Frontend,prod,23.59,847291038472
2026-01-02,Amazon CloudFront,global,Frontend,staging,6.09,847291038472
2026-01-02,Amazon DynamoDB,us-east-1,Backend,prod,28.41,847291038472
2026-01-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.02,847291038472
2026-01-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.74,847291038472
2026-01-03,Amazon Relational Database Service,us-east-1,Database,prod,41.91,847291038472
2026-01-03,Amazon Relational Database Service,us-east-1,Database,dev,9.62,847291038472
2026-01-03,Amazon Simple Storage Service,us-west-2,Data,prod,17.13,847291038472
2026-01-03,Amazon CloudFront,global,Frontend,prod,17.79,847291038472
2026-01-03,Amazon CloudFront,global,Frontend,staging,7.94,847291038472
2026-01-03,Amazon DynamoDB,us-east-1,Backend,prod,25.87,847291038472
2026-01-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.15,847291038472
2026-01-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.21,847291038472
2026-01-04,Amazon Relational Database Service,us-east-1,Database,prod,37.54,847291038472
2026-01-04,Amazon Relational Database Service,us-east-1,Database,dev,10.12,847291038472
2026-01-04,Amazon Simple Storage Service,us-west-2,Data,prod,17.78,847291038472
2026-01-04,Amazon CloudFront,global,Frontend,prod,22.35,847291038472
2026-01-04,Amazon CloudFront,global,Frontend,staging,6.3,847291038472
2026-01-04,Amazon DynamoDB,us-east-1,Backend,prod,22.98,847291038472
2026-01-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,54.05,847291038472
2026-01-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.97,847291038472
2026-01-05,Amazon Relational Database Service,us-east-1,Database,prod,36.71,847291038472
2026-01-05,Amazon Relational Database Service,us-east-1,Database,dev,10.27,847291038472
2026-01-05,Amazon Simple Storage Service,us-west-2,Data,prod,15.18,847291038472
2026-01-05,Amazon CloudFront,global,Frontend,prod,22.82,847291038472
2026-01-05,Amazon CloudFront,global,Frontend,staging,4.13,847291038472
2026-01-05,Amazon DynamoDB,us-east-1,Backend,prod,26.74,847291038472
2026-01-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.06,847291038472
2026-01-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.5,847291038472
2026-01-06,Amazon Relational Database Service,us-east-1,Database,prod,38.22,847291038472
2026-01-06,Amazon Relational Database Service,us-east-1,Database,dev,8.74,847291038472
2026-01-06,Amazon Simple Storage Service,us-west-2,Data,prod,17.03,847291038472
2026-01-06,Amazon CloudFront,global,Frontend,prod,17.6,847291038472
2026-01-06,Amazon CloudFront,global,Frontend,staging,5.37,847291038472
2026-01-06,Amazon DynamoDB,us-east-1,Backend,prod,29.32,847291038472
2026-01-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.97,847291038472
2026-01-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.06,847291038472
2026-01-07,Amazon Relational Database Service,us-east-1,Database,prod,39.14,847291038472
2026-01-07,Amazon Relational Database Service,us-east-1,Database,dev,9.94,847291038472
2026-01-07,Amazon Simple Storage Service,us-west-2,Data,prod,18.4,847291038472
2026-01-07,Amazon CloudFront,global,Frontend,prod,26.75,847291038472
2026-01-07,Amazon CloudFront,global,Frontend,staging,6.92,847291038472
2026-01-07,Amazon DynamoDB,us-east-1,Backend,prod,24.63,847291038472
2026-01-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.62,847291038472
2026-01-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.39,847291038472
2026-01-08,Amazon Relational Database Service,us-east-1,Database,prod,38.52,847291038472
2026-01-08,Amazon Relational Database Service,us-east-1,Database,dev,9.31,847291038472
2026-01-08,Amazon Simple Storage Service,us-west-2,Data,prod,17.54,847291038472
2026-01-08,Amazon CloudFront,global,Frontend,prod,21.26,847291038472
2026-01-08,Amazon CloudFront,global,Frontend,staging,7.49,847291038472
2026-01-08,Amazon DynamoDB,us-east-1,Backend,prod,25.36,847291038472
2026-01-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.74,847291038472
2026-01-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.59,847291038472
2026-01-09,Amazon Relational Database Service,us-east-1,Database,prod,38.26,847291038472
2026-01-09,Amazon Relational Database Service,us-east-1,Database,dev,8.96,847291038472
2026-01-09,Amazon Simple Storage Service,us-west-2,Data,prod,19.3,847291038472
2026-01-09,Amazon CloudFront,global,Frontend,prod,21.03,847291038472
2026-01-09,Amazon CloudFront,global,Frontend,staging,6.11,847291038472
2026-01-09,Amazon DynamoDB,us-east-1,Backend,prod,21.87,847291038472
2026-01-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.63,847291038472
2026-01-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.17,847291038472
2026-01-10,Amazon Relational Database Service,us-east-1,Database,prod,44.36,847291038472
2026-01-10,Amazon Relational Database Service,us-east-1,Database,dev,10.35,847291038472
2026-01-10,Amazon Simple Storage Service,us-west-2,Data,prod,18.12,847291038472
2026-01-10,Amazon CloudFront,global,Frontend,prod,17.88,847291038472
2026-01-10,Amazon CloudFront,global,Frontend,staging,5.74,847291038472
2026-01-10,Amazon DynamoDB,us-east-1,Backend,prod,23.25,847291038472
2026-01-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.5,847291038472
2026-01-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.25,847291038472
2026-01-11,Amazon Relational Database Service,us-east-1,Database,prod,40.29,847291038472
2026-01-11,Amazon Relational Database Service,us-east-1,Database,dev,9.72,847291038472
2026-01-11,Amazon Simple Storage Service,us-west-2,Data,prod,16.06,847291038472
2026-01-11,Amazon CloudFront,global,Frontend,prod,21.06,847291038472
2026-01-11,Amazon CloudFront,global,Frontend,staging,5.39,847291038472
2026-01-11,Amazon DynamoDB,us-east-1,Backend,prod,27.07,847291038472
2026-01-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,38.56,847291038472
2026-01-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.06,847291038472
2026-01-12,Amazon Relational Database Service,us-east-1,Database,prod,36.53,847291038472
2026-01-12,Amazon Relational Database Service,us-east-1,Database,dev,8.65,847291038472
2026-01-12,Amazon Simple Storage Service,us-west-2,Data,prod,19.61,847291038472
2026-01-12,Amazon CloudFront,global,Frontend,prod,22.65,847291038472
2026-01-12,Amazon CloudFront,global,Frontend,staging,5.14,847291038472
2026-01-12,Amazon DynamoDB,us-east-1,Backend,prod,25.25,847291038472
2026-01-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,54.21,847291038472
2026-01-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.58,847291038472
2026-01-13,Amazon Relational Database Service,us-east-1,Database,prod,38.88,847291038472
2026-01-13,Amazon Relational Database Service,us-east-1,Database,dev,9.13,847291038472
2026-01-13,Amazon Simple Storage Service,us-west-2,Data,prod,15.35,847291038472
2026-01-13,Amazon CloudFront,global,Frontend,prod,28.07,847291038472
2026-01-13,Amazon CloudFront,global,Frontend,staging,5.52,847291038472
2026-01-13,Amazon DynamoDB,us-east-1,Backend,prod,31.82,847291038472
2026-01-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,43.02,847291038472
2026-01-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.17,847291038472
2026-01-14,Amazon Relational Database Service,us-east-1,Database,prod,40.41,847291038472
2026-01-14,Amazon Relational Database Service,us-east-1,Database,dev,8.85,847291038472
2026-01-14,Amazon Simple Storage Service,us-west-2,Data,prod,16.11,847291038472
2026-01-14,Amazon CloudFront,global,Frontend,prod,28.13,847291038472
2026-01-14,Amazon CloudFront,global,Frontend,staging,4.92,847291038472
2026-01-14,Amazon DynamoDB,us-east-1,Backend,prod,26.64,847291038472
2026-01-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.04,847291038472
2026-01-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.79,847291038472
2026-01-15,Amazon Relational Database Service,us-east-1,Database,prod,39.5,847291038472
2026-01-15,Amazon Relational Database Service,us-east-1,Database,dev,10.16,847291038472
2026-01-15,Amazon Simple Storage Service,us-west-2,Data,prod,20.04,847291038472
2026-01-15,Amazon CloudFront,global,Frontend,prod,18.6,847291038472
2026-01-15,Amazon CloudFront,global,Frontend,staging,6.55,847291038472
2026-01-15,Amazon DynamoDB,us-east-1,Backend,prod,25.82,847291038472
2026-01-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,57.4,847291038472
2026-01-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.76,847291038472
2026-01-16,Amazon Relational Database Service,us-east-1,Database,prod,39.52,847291038472
2026-01-16,Amazon Relational Database Service,us-east-1,Database,dev,9.31,847291038472
2026-01-16,Amazon Simple Storage Service,us-west-2,Data,prod,18.7,847291038472
2026-01-16,Amazon CloudFront,global,Frontend,prod,25.33,847291038472
2026-01-16,Amazon CloudFront,global,Frontend,staging,6.63,847291038472
2026-01-16,Amazon DynamoDB,us-east-1,Backend,prod,23.55,847291038472
2026-01-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.29,847291038472
2026-01-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.04,847291038472
2026-01-17,Amazon Relational Database Service,us-east-1,Database,prod,36.83,847291038472
2026-01-17,Amazon Relational Database Service,us-east-1,Database,dev,8.25,847291038472
2026-01-17,Amazon Simple Storage Service,us-west-2,Data,prod,16.95,847291038472
2026-01-17,Amazon CloudFront,global,Frontend,prod,21.96,847291038472
2026-01-17,Amazon CloudFront,global,Frontend,staging,8.14,847291038472
2026-01-17,Amazon DynamoDB,us-east-1,Backend,prod,27.83,847291038472
2026-01-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.08,847291038472
2026-01-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.13,847291038472
2026-01-18,Amazon Relational Database Service,us-east-1,Database,prod,45.73,847291038472
2026-01-18,Amazon Relational Database Service,us-east-1,Database,dev,8.83,847291038472
2026-01-18,Amazon Simple Storage Service,us-west-2,Data,prod,16.63,847291038472
2026-01-18,Amazon CloudFront,global,Frontend,prod,22.82,847291038472
2026-01-18,Amazon CloudFront,global,Frontend,staging,5.8,847291038472
2026-01-18,Amazon DynamoDB,us-east-1,Backend,prod,25.54,847291038472
2026-01-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.75,847291038472
2026-01-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.68,847291038472
2026-01-19,Amazon Relational Database Service,us-east-1,Database,prod,37.82,847291038472
2026-01-19,Amazon Relational Database Service,us-east-1,Database,dev,10.51,847291038472
2026-01-19,Amazon Simple Storage Service,us-west-2,Data,prod,14.88,847291038472
2026-01-19,Amazon CloudFront,global,Frontend,prod,21.07,847291038472
2026-01-19,Amazon CloudFront,global,Frontend,staging,6.02,847291038472
2026-01-19,Amazon DynamoDB,us-east-1,Backend,prod,26.71,847291038472
2026-01-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,50.37,847291038472
2026-01-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.55,847291038472
2026-01-20,Amazon Relational Database Service,us-east-1,Database,prod,42.21,847291038472
2026-01-20,Amazon Relational Database Service,us-east-1,Database,dev,9.23,847291038472
2026-01-20,Amazon Simple Storage Service,us-west-2,Data,prod,15.83,847291038472
2026-01-20,Amazon CloudFront,global,Frontend,prod,26.86,847291038472
2026-01-20,Amazon CloudFront,global,Frontend,staging,5.99,847291038472
2026-01-20,Amazon DynamoDB,us-east-1,Backend,prod,26.32,847291038472
2026-01-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,58.71,847291038472
2026-01-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.37,847291038472
2026-01-21,Amazon Relational Database Service,us-east-1,Database,prod,41.66,847291038472
2026-01-21,Amazon Relational Database Service,us-east-1,Database,dev,9.76,847291038472
2026-01-21,Amazon Simple Storage Service,us-west-2,Data,prod,16.51,847291038472
2026-01-21,Amazon CloudFront,global,Frontend,prod,30.55,847291038472
2026-01-21,Amazon CloudFront,global,Frontend,staging,7.3,847291038472
2026-01-21,Amazon DynamoDB,us-east-1,Backend,prod,31.65,847291038472
2026-01-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.22,847291038472
2026-01-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.27,847291038472
2026-01-22,Amazon Relational Database Service,us-east-1,Database,prod,39.13,847291038472
2026-01-22,Amazon Relational Database Service,us-east-1,Database,dev,10.68,847291038472
2026-01-22,Amazon Simple Storage Service,us-west-2,Data,prod,18.31,847291038472
2026-01-22,Amazon CloudFront,global,Frontend,prod,29.16,847291038472
2026-01-22,Amazon CloudFront,global,Frontend,staging,5.95,847291038472
2026-01-22,Amazon DynamoDB,us-east-1,Backend,prod,25.26,847291038472
2026-01-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.02,847291038472
2026-01-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.95,847291038472
2026-01-23,Amazon Relational Database Service,us-east-1,Database,prod,39.58,847291038472
